id	"Comp. Word"	Frequency	Pronunciation	"English Translation"
8591	胎盤	333	taiban	placenta
8592	無用	333	muyoo	useless
8593	雨林	332	urin	"rain forest"
8594	家々	332	ieie	"every house or family"
8595	近辺	332	kinpen	neighbourhood
8596	軽度	332	keido	"slight degree"
8597	校門	332	koomon	"school gate"
8598	四輪	332	yonrin	four-wheeled
8599	主務	332	syumu	competent
8600	将兵	332	syoohei	"officers and men"
8601	西南	332	seinan	south-west
8602	大抵	332	taitei	mostly
8603	微笑	332	bisyoo	smile
8604	往診	331	oosin	"doctor's visit"
8605	純情	331	zyunzyoo	"pure heart"
8606	針路	331	sinro	course
8607	退屈	331	taikutu	tedium
8608	銚子	331	tyoosi	decanter
8609	夜中	331	yonaka	midnight
8610	遠因	330	enin	"underlying cause"
8611	旧態	330	kyuutai	"old state of affairs"
8612	酷暑	330	kokusyo	"intense heat"
8613	尺八	330	syakuhati	shakuhachi
8614	堆積	330	taiseki	pile
8615	脱臼	330	dakkyuu	dislocation
8616	敵意	330	tekii	hostility
8617	変則	330	hensoku	irregularity
8618	良質	330	ryoositu	"good quality"
8619	管掌	329	kansyoo	"taking charge"
8620	機軸	329	kiziku	axis
8621	険悪	329	kenaku	dangerous
8622	惨劇	329	sangeki	tragedy
8623	死滅	329	simetu	extinction
8624	征服	329	seihuku	conquest
8625	他行	329	tagyoo	"absence from home"
8626	長唄	329	nagauta	"long epic song with shamisen accompaniment"
8627	通説	329	tuusetu	"prevailing view"
8628	鉄則	329	tessoku	"ironclad regulation"
8629	動乱	329	dooran	disturbance
8630	別冊	329	bessatu	"separate volume"
8631	放題	329	hoodai	"as much as you would like to"
8632	本殿	329	honden	"main shrine"
8633	暗躍	328	anyaku	"secret manoeuvering"
8634	合掌	328	gassyoo	"pressing one's hands together in prayer"
8635	国賓	328	kokuhin	"state guest"
8636	唱歌	328	syooka	singing
8637	少佐	328	syoosa	major
8638	障子	328	syoozi	shoji
8639	新派	328	sinpa	"new school"
8640	注釈	328	tyuusyaku	notes
8641	容積	328	yooseki	capacity
8642	黎明	328	reimei	daybreak
8643	隠避	327	inpi	"helping a criminal to avoid arrest"
8644	眼前	327	ganzen	"before one's eyes"
8645	金網	327	kanaami	"wire netting"
8646	傾倒	327	keitoo	admiration
8647	元禄	327	genroku	"Genroku era"
8648	充足	327	zyuusoku	sufficiency
8649	重用	327	zyuuyoo	"appointing to a responsible post"
8650	常習	327	zyoosyuu	custom
8651	贈答	327	zootoo	"exchange of presents"
8652	対等	327	taitoo	equality
8653	帯同	327	taidoo	along
8654	捕捉	327	hosoku	capture
8655	遊戯	327	yuugi	game
8656	連峰	327	renpoo	"mountain range"
8657	自営	326	ziei	independent
8658	船上	326	senzyoo	"on board"
8659	灯火	326	tomosibi	light
8660	円卓	325	entaku	"round table"
8661	改悪	325	kaiaku	deterioration
8662	承継	325	syookei	succession
8663	寸法	325	sunpoo	measurement
8664	先方	325	senpoo	companion
8665	定款	325	teikan	"articles of incorporation"
8666	臍帯	325	saitai	"umbilical cord"
8667	一発	324	ippatu	"one shot"
8668	回線	324	kaisen	circuit
8669	希求	324	kikyuu	"aspiring to"
8670	金子	324	kinsu	money
8671	私人	324	sizin	"private individual"
8672	早春	324	soosyun	"early spring"
8673	茶屋	324	tyaya	"tea house"
8674	鳥居	324	torii	torii
8675	定点	324	teiten	"fixed point"
8676	闘士	324	toosi	fighter
8677	動静	324	doosei	state
8678	併催	324	heisai	"combining a pair of events"
8679	名字	324	myoozi	surname
8680	毛皮	324	kegawa	fur
8681	遊覧	324	yuuran	sightseeing
8682	両端	324	ryootan	"both ends"
8683	王家	323	ooke	"royal family"
8684	休廷	323	kyuutei	"court recess"
8685	最愛	323	saiai	beloved
8686	搾取	323	sakusyu	exploitation
8687	適法	323	tekihoo	legality
8688	年始	323	nensi	"New Year's call"
8689	不幸	323	hukoo	unhappiness
8690	抹茶	323	mattya	"powdered green tea for ceremonies"
8691	密接	323	missetu	related
8692	良品	323	ryoohin	"superior article"
8693	羽毛	322	umoo	feathers
8694	勧奨	322	kansyoo	encouragement
8695	吉兆	322	kittyoo	"lucky omen"
8696	偶発	322	guuhatu	"sudden outbreak"
8697	高下	322	kooge	"rise and fall"
8698	高山	322	koozan	"high mountain"
8699	再訪	322	saihoo	revisit
8700	宣戦	322	sensen	"declaration of war"
8701	前部	322	zenbu	"front part"
8702	台車	322	daisya	"platform truck"
8703	長調	322	tyootyoo	"major key"
8704	庭先	322	niwasaki	"in the garden"
8705	入荷	322	nyuuka	"arrival of goods"
8706	物心	322	bussin	"matter and mind"
8707	無傷	322	mukizu	unhurt
8708	木戸	322	kido	"wicket gate"
8709	永続	321	eizoku	permanence
8710	勧業	321	kangyoo	industry
8711	官舎	321	kansya	"official residence"
8712	機微	321	kibi	subtleties
8713	強弱	321	kyoozyaku	strength
8714	綱紀	321	kooki	"law and order"
8715	達者	321	tassya	"in good health"
8716	嘆願	321	tangan	entreaty
8717	伝来	321	denrai	ancestral
8718	当主	321	toosyu	"head of a family"
8719	伴走	321	bansoo	"running alongside"
8720	越年	320	etunen	"ring out the old year"
8721	快諾	320	kaidaku	"ready consent"
8722	獲物	320	emono	game
8723	現況	320	genkyoo	"present condition"
8724	節水	320	sessui	"saving water"
8725	選曲	320	senkyoku	"chosen song"
8726	追尾	320	tuibi	following
8727	一座	319	itiza	party
8728	加里	319	kari	potassium
8729	金杯	319	kinpai	"gold cup"
8730	終章	319	syuusyoo	"final chapter"
8731	書体	319	syotai	"calligraphic style"
8732	沼田	319	numata	"marshy rice field or paddy"
8733	政敵	319	seiteki	"political opponent"
8734	星雲	319	seiun	nebula
8735	製菓	319	seika	"confectionery production"
8736	農学	319	noogaku	agriculture
8737	腹筋	319	hukkin	sit-up
8738	隔年	318	kakunen	biannually
8739	硬軟	318	koonan	hardness
8740	大器	318	taiki	"large container"
8741	脳波	318	nooha	"brain waves"
8742	露店	318	roten	"street stall"
8743	一声	317	issei	voice
8744	寡占	317	kasen	oligopoly
8745	賢人	317	kenzin	"wise man"
8746	高炉	317	kooro	"blast furnace"
8747	自虐	317	zigyaku	masochism
8748	新月	317	singetu	"new moon"
8749	図版	317	zuhan	plate
8750	青果	317	seika	"and vegetables"
8751	竹林	317	tikurin	"bamboo thicket"
8752	発育	317	hatuiku	growth
8753	風雨	317	huuu	"wind and rain"
8754	優美	317	yuubi	grace
8755	有形	317	yuukei	material
8756	寡黙	316	kamoku	silent
8757	格言	316	kakugen	aphorism
8758	五味	316	gomi	"five flavors"
8759	公債	316	koosai	"public debt"
8760	黒船	316	kurohune	"black ships"
8761	酒販	316	syuhan	"liquor trade"
8762	小銭	316	kozeni	coins
8763	鮮魚	316	sengyo	"fresh fish"
8764	嫡出	316	tyakusyutu	"legitimate birth"
8765	中腹	316	tyuuhuku	"mountain side"
8766	美徳	316	bitoku	virtue
8767	漫然	316	manzen	aimless
8768	挨拶	315	aisatu	greeting
8769	右折	315	usetu	"turning to the right"
8770	外局	315	gaikyoku	"external bureau"
8771	厳冬	315	gentoo	"severe winter"
8772	思案	315	sian	thought
8773	車外	315	syagai	"outside a car"
8774	小声	315	kogoe	"low voice"
8775	秒速	315	byoosoku	"per second"
8776	腹心	315	hukusin	"one's confidant"
8777	野原	315	nohara	field
8778	寒天	314	kanten	"freezing weather"
8779	工面	314	kumen	contrivance
8780	弱火	314	yowabi	simmering
8781	水難	314	suinan	drowning
8782	低音	314	teion	"low tone"
8783	入来	314	nyuurai	"august visit"
8784	発煙	314	hatuen	"emitting smoke"
8785	家主	313	yanusi	landlord
8786	金貨	313	kinka	"gold coin"
8787	祭祀	313	saisi	ritual
8788	山里	313	yamazato	"mountain hamlet"
8789	寝具	313	singu	bedding
8790	長蛇	313	tyooda	"long snake"
8791	明細	313	meisai	details
8792	夕刻	313	yuukoku	evening
8793	臨書	313	rinsyo	writing
8794	共助	312	kyoozyo	cooperation
8795	見聞	312	kenbun	information
8796	手筋	312	tesuzi	"lines of the palm"
8797	拾得	312	syuutoku	"picking up"
8798	諸説	312	syosetu	"various opinions"
8799	農芸	312	noogei	"agriculture and horticulture"
8800	挽回	312	bankai	recovery
8801	末広	312	suehiro	"spreading out like an open fan"
8802	満面	312	manmen	"whole face"
8803	幼少	312	yoosyoo	infancy
8804	来期	312	raiki	"next term"
8805	委譲	311	izyoo	transfer
8806	下田	311	geden	"worn-out rice land"
8807	試飲	311	siin	"sampling a drink"
8808	終点	311	syuuten	terminus
8809	順応	311	zyunnoo	adaptation
8810	浄土	311	zyoodo	"Pure Land"
8811	着席	311	tyakuseki	"sit down"
8812	頭髪	311	toohatu	hair
8813	農大	311	noodai	"agricultural university"
8814	噴水	311	hunsui	"water fountain"
8815	無配	311	muhai	"without dividend"
8816	重文	310	zyuubun	"compound sentence"
8817	疎遠	310	soen	estrangement
8818	電工	310	denkoo	electrician
8819	東経	310	tookei	"east longitude"
8820	突起	310	tokki	protuberance
8821	病弱	310	byoozyaku	"weak constitution"
8822	一読	309	itidoku	perusal
8823	豪語	309	googo	boasting
8824	戦意	309	seni	"fighting spirit"
8825	草創	309	soosoo	beginning
8826	値幅	309	nehaba	"price range or fluctuation"
8827	天地	309	tenti	"heaven and earth"
8828	特売	309	tokubai	"special sale"
8829	不穏	309	huon	unrest
8830	隆起	309	ryuuki	protuberance
8831	画集	308	gasyuu	"book of paintings in print"
8832	巨木	308	kyoboku	"big tree"
8833	孤島	308	kotoo	"solitary island"
8834	御用	308	goyoo	"your order"
8835	前述	308	zenzyutu	aforementioned
8836	胎内	308	tainai	"interior of womb"
8837	簿記	308	boki	journalization
8838	依願	307	igan	"in accordance with one's request"
8839	海星	307	hitode	starfish
8840	血行	307	kekkoo	circulation
8841	好況	307	kookyoo	"prosperous conditions"
8842	山奥	307	yamaoku	"deep in the mountains"
8843	賛意	307	sani	approval
8844	正教	307	seikyoo	orthodoxy
8845	相対	307	aitai	confrontation
8846	著述	307	tyozyutu	writing
8847	朝霞	307	asagasumi	"morning glow"
8848	盗品	307	toohin	"stolen goods"
8849	肉眼	307	nikugan	"naked eye"
8850	敷金	307	sikikin	deposit
8851	飽食	307	hoosyoku	gluttony
8852	暴挙	307	bookyo	violence
8853	魔神	307	mazin	devil
8854	名城	307	meizyoo	"fine castle"
8855	愛想	306	aiso	civility
8856	違約	306	iyaku	"breach of contract"
8857	絵師	306	esi	painter
8858	岩場	306	iwaba	"rocky area"
8859	座禅	306	zazen	zazen
8860	肢体	306	sitai	limbs
8861	借地	306	syakuti	"leased land"
8862	早口	306	hayakuti	fast-talking
8863	土建	306	doken	"civil engineering and construction"
8864	内向	306	naikoo	introvert
8865	年商	306	nensyoo	turnover
8866	林立	306	rinritu	"stand close together"
8867	一世	305	issei	generation
8868	一昔	305	hitomukasi	ages
8869	下段	305	gedan	"lower tier"
8870	火元	305	himoto	"origin of a fire"
8871	奇策	305	kisaku	"clever scheme"
8872	渓流	305	keiryuu	"mountain stream"
8873	黒潮	305	kurosio	"Japan Current"
8874	種々	305	syuzyu	variety
8875	宗家	305	sooke	"head of family"
8876	絶版	305	zeppan	"out of print"
8877	台座	305	daiza	pedestal
8878	店名	305	tenmei	"store name"
8879	不変	305	huhen	eternal
8880	腹囲	305	hukui	"girth of the abdomen"
8881	本年	305	honnen	year
8882	無垢	305	muku	purity
8883	落着	305	rakutyaku	"being settled"
8884	延焼	304	ensyoo	"spread of fire"
8885	禍根	304	kakon	"root of evil"
8886	各県	304	kakuken	"all prefectures"
8887	完工	304	kankoo	completion
8888	揮毫	304	kigoo	writing
8889	供託	304	kyootaku	deposit
8890	社協	304	syakyoo	"Council of Social Welfare"
8891	宗主	304	soosyu	suzerain
8892	初老	304	syoroo	"past middle-aged"
8893	尚早	304	syoosoo	prematurity
8894	滞留	304	tairyuu	staying
8895	秘策	304	hisaku	"secret plan or measures"
8896	価額	303	kagaku	valuation
8897	傑出	303	kessyutu	excel
8898	見積	303	mitumori	estimate
8899	功名	303	koomyoo	"great achievement"
8900	号令	303	goorei	order
8901	尻目	303	sirime	"backward glance"
8902	線量	303	senryoo	dose
8903	党利	303	toori	"party interests"
8904	哀愁	302	aisyuu	pathos
8905	凹凸	302	oototu	unevenness
8906	甘味	302	amami	sweetness
8907	帰港	302	kikoo	"returning to port"
8908	金平	302	kinpira	"cooked in sugar and soy sauce"
8909	接合	302	setugoo	union
8910	長短	302	tyootan	length
8911	表層	302	hyoosoo	surface
8912	不断	302	hudan	constancy
8913	返送	302	hensoo	"sending back"
8914	凡打	302	bonda	"poor batting"
8915	夜行	302	yakoo	"walking around at night"
8916	利水	302	risui	irrigation
8917	議運	301	giun	"Committee on Rules and Administration"
8918	元手	301	motode	funds
8919	手先	301	tesaki	fingers
8920	必殺	301	hissatu	"bringing certain death"
8921	雄志	301	yuusi	ambition
8922	連夜	301	renya	"every evening"
8923	遠山	300	tooyama	"distant mountain"
8924	往時	300	oozi	"ancient times"
8925	音速	300	onsoku	"speed of sound"
8926	元帥	300	gensui	marshal
8927	時流	300	ziryuu	"of the times"
8928	心太	300	tokoroten	"gelidium jelly strips"
8929	堆肥	300	taihi	compost
8930	茶室	300	tyasitu	"tea arbour"
8931	日陰	300	hikage	shade
8932	盤面	300	banmen	"surface of a board or record"
8933	文中	300	buntyuu	"in the document"
8934	免訴	300	menso	acquittal
8935	流量	300	ryuuryoo	"flow rate"
8936	華僑	299	kakyoo	"overseas Chinese merchants"
8937	帰途	299	kito	"on the way back"
8938	鶏舎	299	keisya	"poultry house"
8939	豪邸	299	gootei	"palatial residence"
8940	再々	299	saisai	often
8941	弱気	299	yowaki	timid
8942	専売	299	senbai	monopoly
8943	聴講	299	tyookoo	"lecture attendance"
8944	長靴	299	nagagutu	"leather boots"
8945	転々	299	tenten	"moving from place to place"
8946	発券	299	hakken	issuing
8947	副本	299	hukuhon	duplicate
8948	論考	299	ronkoo	study
8949	花輪	298	hanawa	wreath
8950	既製	298	kisei	ready-made
8951	車載	298	syasai	in-vehicle
8952	邪魔	298	zyama	hindrance
8953	種別	298	syubetu	classification
8954	正法	298	syooboo	"true dharma"
8955	石材	298	sekizai	stone
8956	接収	298	sessyuu	confiscation
8957	素手	298	sude	unarmed
8958	馬鹿	298	baka	fool
8959	応分	297	oobun	"according to one's abilities"
8960	皆伝	297	kaiden	"initiation into an art or discipline"
8961	愚直	297	gutyoku	"simple honesty"
8962	上々	297	zyoozyoo	"the best"
8963	図録	297	zuroku	"illustrated book"
8964	西暦	297	seireki	"Christian Era"
8965	静寂	297	sizima	silence
8966	曹長	297	sootyoo	"master sergeant"
8967	洞窟	297	dookutu	cave
8968	反骨	297	hankotu	"rebellious spirit"
8969	封建	297	hooken	feudalistic
8970	学区	296	gakku	"school district"
8971	具象	296	gusyoo	embodying
8972	終幕	296	syuumaku	end
8973	折衷	296	settyuu	compromise
8974	反旗	296	hanki	"standard of revolt"
8975	不順	296	huzyun	irregularity
8976	末吉	296	suekiti	"good luck to come"
8977	野性	296	yasei	wildness
8978	縁側	295	engawa	veranda
8979	下級	295	kakyuu	"lower grade"
8980	開所	295	kaisyo	"open a new business"
8981	外語	295	gaigo	"foreign language"
8982	採血	295	saiketu	"drawing blood"
8983	借用	295	syakuyoo	borrowing
8984	熟語	295	zyukugo	"kanji compound"
8985	選評	295	senpyoo	"selection and commentary"
8986	善玉	295	zendama	"good person"
8987	閉経	295	heikei	menopause
8988	北口	295	kitaguti	"north entrance"
8989	灰皿	294	haizara	ashtray
8990	吸水	294	kyuusui	"water absorption"
8991	接岸	294	setugan	"coming alongside a pier or quay"
8992	彼岸	294	higan	"equinoctial week"
8993	冷徹	294	reitetu	cool-headedness
8994	煙突	293	entotu	chimney
8995	懐中	293	kaityuu	"one's pocket"
8996	簡易	293	kani	simplicity
8997	享年	293	kyoonen	"one's age at death"
8998	今晩	293	konban	tonight
8999	私服	293	sihuku	"civilian clothes"
9000	所作	293	syosa	conduct
9001	崇高	293	suukoo	loftiness
9002	走破	293	sooha	"the whole distance"
9003	地所	293	zisyo	estate
9004	熱望	293	netuboo	"longing for"
9005	北風	293	kitakaze	"north wind"
9006	盲目	293	moomoku	blindness
9007	医事	292	izi	"medical practice"
9008	駅長	292	ekityoo	"station master"
9009	奥底	292	okusoko	depths
9010	義兄	292	gikei	brother-in-law
9011	甲斐	292	kai	effect
9012	述懐	292	zyukkai	recollection
9013	聖母	292	seibo	"holy mother"
9014	直立	292	tyokuritu	vertical
9015	内情	292	naizyoo	"internal conditions"
9016	論拠	292	ronkyo	"grounds of an argument"
9017	冠水	291	kansui	"being covered with water"
9018	気品	291	kihin	elegance
9019	気密	291	kimitu	airtight
9020	型式	291	keisiki	model
9021	山陰	291	yamakage	"place in the shade of a mountain"
9022	縮図	291	syukuzu	"reduced drawing"
9023	制憲	291	seiken	"establishment of a constitution"
9024	全欧	291	zenoo	"all Europe"
9025	大船	291	oobune	"large boat"
9026	党名	291	toomei	"political party name"
9027	褐色	290	kassyoku	"dark brown"
9028	休演	290	kyuuen	"suspending performance"
9029	食塩	290	syokuen	"table salt"
9030	態様	290	taiyoo	situation
9031	大柄	290	oogara	"large build"
9032	町会	290	tyookai	"town council"
9033	鉄分	290	tetubun	iron
9034	白羽	290	siraha	"white feather"
9035	半田	290	handa	solder
9036	筆跡	290	hisseki	handwriting
9037	貧弱	290	hinzyaku	poor
9038	矢面	290	yaomote	"bearing the full brunt of something"
9039	遠洋	289	enyoo	ocean
9040	怪人	289	kaizin	"mysterious person"
9041	街路	289	gairo	road
9042	勘弁	289	kanben	pardon
9043	国威	289	kokui	"national prestige"
9044	自身	289	zisin	"by oneself"
9045	祝祭	289	syukusai	festivals
9046	親父	289	oyazi	"one's father"
9047	赤道	289	sekidoo	equator
9048	増刷	289	zoosatu	"additional printing"
9049	内幕	289	utimaku	lowdown
9050	閣外	288	kakugai	"outside the Cabinet"
9051	原野	288	genya	"waste land"
9052	節分	288	setubun	"last day of winter in the traditional Japanese calendar"
9053	脱会	288	dakkai	withdrawal
9054	単発	288	tanpatu	"firing one shot at a time"
9055	答案	288	tooan	"examination paper"
9056	偏在	288	henzai	"uneven distribution"
9057	本道	288	hondoo	highway
9058	門扉	288	monpi	"of a gate"
9059	勇敢	288	yuukan	brave
9060	論法	288	ronpoo	logic
9061	羽織	287	haori	haori
9062	誤記	287	goki	"writing error"
9063	字体	287	zitai	type
9064	取次	287	toritugi	agency
9065	昇任	287	syoonin	promotion
9066	信義	287	singi	faith
9067	神楽	287	kagura	"ancient Shinto music and dancing"
9068	短冊	287	tanzaku	"long, narrow card on which Japanese poems are written "
9069	朝夕	287	asayuu	"morning and evening"
9070	別格	287	bekkaku	special
9071	砲火	287	hooka	gunfire
9072	無害	287	mugai	harmlessness
9073	無税	287	muzei	duty-free
9074	翼賛	287	yokusan	supporting
9075	海戦	286	kaisen	"naval battle"
9076	句会	286	kukai	"gathering of haiku poets"
9077	衆議	286	syuugi	"mass meeting"
9078	初値	286	hatune	"first quotation for a stock at the first exchange meeting of the New Year"
9079	昇降	286	syookoo	"ascending and descending"
9080	人妻	286	hitozuma	"married woman"
9081	党略	286	tooryaku	"party politics"
9082	迫撃	286	hakugeki	"close attack"
9083	平家	286	heike	family
9084	訪欧	286	hoooo	"visit to Europe"
